animal_type,primary_color,sex,dob,intake_condition,intake_type,intake_date,outcome_date,outcome_type,outcome_group,age_at_intake
cat,black,Unknown,2017-04-10,under age/weight,stray,2017-04-20,2017-04-28,transfer,Not Adopted,8.01095890410959
cat,brown  tabby,Unknown,2017-08-27,under age/weight,stray,2017-09-02,2017-09-02,euthanasia,Not Adopted,7.63013698630137
cat,black,Unknown,2017-04-10,under age/weight,stray,2017-04-20,2017-04-28,transfer,Not Adopted,8.01095890410959
cat,black,Female,2019-10-02,ill mild,stray,2019-11-02,2019-12-12,rescue,Adopted,5.531506849315068
cat,black,Male,2021-03-20,under age/weight,stray,2021-04-20,2022-06-26,missing,Not Adopted,4.065753424657534
dog,tan,Neutered,2020-11-09,normal,stray,2021-09-28,2021-10-17,adoption,Adopted,4.424657534246576
cat,black,Male,2019-04-05,injured  severe,stray,2024-04-05,2024-04-05,euthanasia,Not Adopted,6.024657534246575
cat,orange,Male,2021-05-21,ill mild,stray,2021-06-17,2021-06-17,adoption,Adopted,3.8958904109589043
dog,black,Male,2013-11-29,normal,stray,2018-06-03,2018-06-06,return to owner,Not Adopted,11.375342465753425
dog,brown brindle,Spayed,2015-03-02,normal,stray,2021-09-30,2021-09-30,return to owner,Not Adopted,10.12054794520548
cat,black tabby,Neutered,2018-02-26,ill mild,stray,2023-02-26,2023-03-08,transfer,Not Adopted,7.1287671232876715
bird,white,Unknown,2024-06-09,under age/weight,wildlife,2024-07-09,2024-07-09,transfer,Not Adopted,0.8410958904109589
dog,black,Spayed,2023-07-22,normal,stray,2024-07-22,2024-08-01,adoption,Adopted,1.726027397260274
cat,gray tabby,Male,2020-09-28,under age/weight,stray,2020-11-04,2020-11-21,rescue,Adopted,4.53972602739726
cat,brown,Unknown,2014-11-09,ill severe,stray,2018-11-09,2018-11-09,euthanasia,Not Adopted,10.43013698630137
cat,gray,Female,2015-04-09,normal,stray,2017-04-09,2017-04-23,adoption,Adopted,10.016438356164384
cat,black,Neutered,2014-04-10,feral,stray,2017-04-10,2017-04-18,"shelter, neuter, return",Not Adopted,11.013698630136986
dog,black,Neutered,2017-02-05,normal,stray,2022-02-05,2022-02-11,foster to adopt,Adopted,8.186301369863013
cat,brown  tabby,Neutered,2015-03-15,fractious,stray,2018-03-15,2018-03-23,"shelter, neuter, return",Not Adopted,10.084931506849315
cat,black,Female,2018-05-25,normal,owner surrender,2018-08-08,2018-08-09,transfer,Not Adopted,6.887671232876713
cat,black,Male,2016-06-30,injured  severe,quarantine,2017-06-30,2017-07-06,euthanasia,Not Adopted,8.789041095890411
cat,brown  tabby,Female,2018-05-25,normal,owner surrender,2018-08-08,2018-08-09,transfer,Not Adopted,6.887671232876713
cat,orange tabby,Neutered,2019-09-01,normal,owner surrender,2022-03-01,2022-04-14,adoption,Adopted,5.616438356164384
cat,orange tabby,Neutered,2019-09-01,normal,owner surrender,2022-03-01,2022-05-04,adoption,Adopted,5.616438356164384
dog,blonde,Spayed,2019-09-21,injured  mild,stray,2021-09-21,2021-10-22,foster to adopt,Adopted,5.561643835616438
dog,white,Neutered,2015-01-22,normal,owner surrender,2017-03-02,2017-04-23,adoption,Adopted,10.227397260273973
cat,black,Male,2020-04-15,under age/weight,stray,2020-05-21,2020-05-26,rescue,Adopted,4.994520547945205
cat,white,Female,2020-05-04,under age/weight,stray,2020-05-24,2020-05-29,rescue,Adopted,4.942465753424657
cat,tortie dilute,Spayed,2015-08-31,feral,stray,2017-08-31,2017-09-18,"shelter, neuter, return",Not Adopted,9.621917808219179
cat,brown  tabby,Female,2017-06-27,under age/weight,stray,2017-07-27,2017-07-27,euthanasia,Not Adopted,7.7972602739726025
rabbit,white,Neutered,2023-09-25,normal,stray,2024-01-24,2024-02-25,adoption,Adopted,1.547945205479452
dog,white,Spayed,2013-08-25,normal,owner surrender,2019-08-24,2019-08-31,rescue,Adopted,11.638356164383561
cat,black,Neutered,2020-01-14,normal,stray,2020-10-14,2020-11-19,adoption,Adopted,5.2465753424657535
cat,white,Unknown,2019-08-11,ill severe,stray,2022-08-11,2022-08-11,euthanasia,Not Adopted,5.673972602739726
cat,gray tabby,Male,2017-04-16,under age/weight,stray,2017-05-04,2017-05-07,rescue,Adopted,7.994520547945205
cat,black,Female,2017-04-16,under age/weight,stray,2017-05-04,2017-05-07,rescue,Adopted,7.994520547945205
dog,white,Male,2007-01-19,injured  severe,stray,2017-01-08,2017-01-29,adoption,Adopted,18.24109589041096
dog,tricolor,Female,2014-11-23,normal,confiscate,2021-11-23,2021-12-09,transfer,Not Adopted,10.391780821917807
dog,blue,Neutered,2023-11-17,normal,stray,2024-08-17,2024-09-25,adoption,Adopted,1.4027397260273973
cat,brown  tiger,Male,2014-01-03,normal,owner surrender,2017-12-10,2017-12-13,adoption,Adopted,11.27945205479452
dog,white,Male,2014-03-02,normal,stray,2023-03-02,2023-03-02,return to owner,Not Adopted,11.12054794520548
cat,calico,Female,2023-05-07,normal,stray,2023-06-11,2023-06-11,euthanasia,Not Adopted,1.9342465753424658
cat,gray,Male,2023-07-25,under age/weight,stray,2023-08-25,2023-10-14,adoption,Adopted,1.7178082191780821
cat,black,Spayed,2023-07-25,normal,stray,2023-08-25,2023-10-04,adoption,Adopted,1.7178082191780821
cat,brown  tabby,Male,2023-07-25,under age/weight,stray,2023-08-25,2023-10-14,adoption,Adopted,1.7178082191780821
cat,brown  tabby,Neutered,2021-03-05,injured  severe,stray,2024-03-05,2024-03-19,euthanasia,Not Adopted,4.1068493150684935
cat,orange tabby,Unknown,2022-08-10,under age/weight,stray,2022-08-10,2022-08-10,rescue,Adopted,2.673972602739726
cat,orange tabby,Unknown,2022-08-10,under age/weight,stray,2022-08-10,2022-08-10,rescue,Adopted,2.673972602739726
cat,orange tabby,Unknown,2022-08-10,under age/weight,stray,2022-08-10,2022-08-10,rescue,Adopted,2.673972602739726
cat,gray,Neutered,2018-10-31,normal,stray,2019-10-31,2019-11-17,adoption,Adopted,6.4520547945205475
cat,gray tabby,Spayed,2019-07-15,ill mild,stray,2020-01-15,2020-01-29,adoption,Adopted,5.747945205479452
cat,black,Unknown,2023-07-24,under age/weight,stray,2023-07-25,2023-08-01,died,Not Adopted,1.7205479452054795
cat,calico,Female,2019-12-01,ill moderatete,stray,2020-02-01,2020-02-03,rescue,Adopted,5.367123287671233
cat,tortie dilute,Female,2019-12-01,ill moderatete,stray,2020-02-01,2020-02-03,rescue,Adopted,5.367123287671233
cat,black,Unknown,2017-06-08,normal,stray,2017-06-08,2017-06-15,euthanasia,Not Adopted,7.8493150684931505
cat,orange,Unknown,2017-06-08,normal,stray,2017-06-08,2017-06-15,euthanasia,Not Adopted,7.8493150684931505
dog,gold,Neutered,2018-06-30,injured  mild,stray,2021-06-18,2021-07-01,foster to adopt,Adopted,6.789041095890411
cat,brown  tabby,Unknown,2015-11-14,injured  severe,stray,2017-11-14,2017-11-14,euthanasia,Not Adopted,9.416438356164383
cat,tan,Male,2019-12-01,ill moderatete,stray,2020-02-01,2020-02-03,rescue,Adopted,5.367123287671233
cat,gray tabby,Male,2018-06-18,injured  mild,stray,2018-08-18,2018-08-31,rescue,Adopted,6.821917808219178
dog,blonde,Male,2019-02-23,normal,stray,2020-02-23,2020-02-29,transfer,Not Adopted,6.136986301369863
cat,white,Spayed,2017-01-17,normal,owner surrender,2018-01-17,2018-04-17,adoption,Adopted,8.238356164383562
cat,brown  tabby,Spayed,2024-04-25,under age/weight,stray,2024-05-17,2024-07-11,adoption,Adopted,0.9643835616438357
cat,black,Female,2024-04-03,under age/weight,stray,2024-04-18,2024-05-24,rescue,Adopted,1.0246575342465754
cat,black,Neutered,2024-09-30,under age/weight,stray,2024-11-03,2024-12-06,adoption,Adopted,0.5315068493150685
cat,black,Neutered,2023-06-13,ill mild,stray,2023-10-13,2023-12-23,adoption,Adopted,1.832876712328767
cat,orange,Male,2023-08-08,under age/weight,stray,2023-09-08,2023-09-15,rescue,Adopted,1.6794520547945206
cat,black,Female,2023-09-07,injured  severe,stray,2024-09-07,2024-09-07,euthanasia,Not Adopted,1.5972602739726027
cat,brown  tabby,Male,2024-07-15,under age/weight,stray,2024-07-26,2024-07-28,rescue,Adopted,0.7424657534246575
cat,black,Neutered,2009-02-15,injured  severe,stray,2023-02-15,2023-02-15,euthanasia,Not Adopted,16.164383561643834
cat,black,Neutered,2014-07-15,injured  severe,stray,2023-08-13,2023-08-13,euthanasia,Not Adopted,10.75068493150685
bird,gray,Unknown,2018-05-21,injured  moderate,wildlife,2019-05-21,2019-05-21,euthanasia,Not Adopted,6.898630136986301
dog,brown,Male,2024-03-16,normal,stray,2024-07-16,2024-07-17,return to owner,Not Adopted,1.073972602739726
cat,calico,Female,2019-07-08,normal,stray,2019-09-08,2019-09-16,rescue,Adopted,5.767123287671233
cat,gray,Neutered,2016-04-27,fractious,stray,2019-04-27,2019-05-07,"shelter, neuter, return",Not Adopted,8.964383561643835
cat,black,Female,2017-05-28,normal,stray,2017-07-28,2017-08-11,adoption,Adopted,7.879452054794521
cat,blue point,Neutered,2013-11-06,ill moderatete,stray,2020-11-06,2021-01-23,adoption,Adopted,11.438356164383562
dog,yellow,Neutered,2013-02-28,normal,stray,2019-11-30,2019-12-01,return to owner,Not Adopted,12.126027397260273
cat,black,Male,2018-08-19,under age/weight,stray,2018-09-09,2018-09-10,rescue,Adopted,6.652054794520548
cat,calico,Female,2019-04-07,normal,stray,2019-07-07,2019-07-20,adoption,Adopted,6.019178082191781
cat,calico,Spayed,2018-07-07,normal,stray,2019-07-07,2019-07-27,"shelter, neuter, return",Not Adopted,6.76986301369863
cat,gray,Spayed,2019-06-07,normal,stray,2019-08-07,2019-09-05,transfer,Not Adopted,5.852054794520548
dog,black,Female,2016-12-22,normal,stray,2019-12-22,2019-12-28,transfer,Not Adopted,8.30958904109589
dog,chocolate,Female,2021-04-17,normal,stray,2021-11-17,2021-11-23,rescue,Adopted,3.989041095890411
dog,tan,Neutered,2020-12-03,normal,confiscate,2021-04-03,2021-04-22,adoption,Adopted,4.358904109589041
dog,brown,Spayed,2017-08-10,normal,stray,2019-08-10,2019-08-17,adoption,Adopted,7.676712328767123
cat,black,Male,2017-09-07,ill mild,stray,2017-10-07,2017-10-09,euthanasia,Not Adopted,7.6
dog,brown,Neutered,2016-10-07,normal,stray,2019-10-07,2020-04-15,rescue,Adopted,8.517808219178082
cat,gray,Spayed,2018-12-06,fractious,stray,2019-12-04,2019-12-10,"shelter, neuter, return",Not Adopted,6.353424657534247
cat,lynx point,Male,2014-01-14,normal,stray,2019-01-14,2019-01-17,transfer,Not Adopted,11.24931506849315
cat,gray,Unknown,2023-11-14,injured  severe,stray,2024-07-15,2024-07-15,euthanasia,Not Adopted,1.4109589041095891
dog,white,Male,2012-01-11,normal,stray,2017-01-11,2017-01-11,return to owner,Not Adopted,13.26027397260274
cat,brown  tabby,Female,2019-04-04,under age/weight,stray,2019-05-04,2019-05-04,rescue,Adopted,6.027397260273973
dog,tan,Neutered,2013-10-14,behavior  moderate,stray,2020-10-10,2020-10-14,return to owner,Not Adopted,11.501369863013698
dog,white,Neutered,2016-09-01,normal,quarantine,2019-10-06,2019-10-20,rescue,Adopted,8.616438356164384
dog,brown,Neutered,2007-11-03,normal,confiscate,2017-11-30,2017-11-30,return to owner,Not Adopted,17.45205479452055
dog,brown,Neutered,2007-11-03,normal,confiscate,2017-11-30,2017-11-30,return to owner,Not Adopted,17.45205479452055
cat,white,Female,2018-05-05,fractious,stray,2018-07-20,2018-08-27,adoption,Adopted,6.942465753424657
cat,white,Male,2018-05-05,fractious,stray,2018-07-20,2018-07-26,rescue,Adopted,6.942465753424657
bird,gray,Unknown,2016-01-07,injured  severe,wildlife,2017-01-07,2017-01-08,transfer,Not Adopted,9.26849315068493
cat,orange tabby,Neutered,2024-02-15,ill mild,return,2024-05-16,2024-06-13,adoption,Adopted,1.1561643835616437
cat,black,Unknown,2021-04-01,under age/weight,stray,2021-04-22,2022-06-26,missing,Not Adopted,4.032876712328767
dog,gray,Female,2021-10-03,normal,welfare seized,2024-10-02,2024-10-04,return to owner,Not Adopted,3.526027397260274
cat,gray,Female,2001-12-12,normal,owner surrender,2018-12-12,2018-12-14,return to owner,Not Adopted,23.34794520547945
bird,black,Unknown,2023-08-11,ill severe,wildlife,2024-08-11,2024-08-11,died,Not Adopted,1.6712328767123288
cat,black,Female,2023-05-24,injured  mild,stray,2023-06-17,2023-06-17,euthanasia,Not Adopted,1.8876712328767122
cat,black,Spayed,2015-03-15,normal,stray,2017-03-15,2017-04-19,transport,Not Adopted,10.084931506849315
cat,orange tabby,Female,2023-01-10,normal,stray,2023-02-10,2023-02-26,rescue,Adopted,2.254794520547945
bird,black,Unknown,2018-11-05,injured  moderate,wildlife,2019-11-05,2019-11-05,rescue,Adopted,6.438356164383562
dog,black,Neutered,2016-11-24,normal,stray,2019-11-24,2019-12-11,adoption,Adopted,8.386301369863014
rabbit,brown,Neutered,2018-12-12,normal,owner surrender,2019-12-12,2019-12-16,euthanasia,Not Adopted,6.336986301369863
cat,brown  tabby,Male,2023-02-20,normal,stray,2023-04-20,2023-04-29,rescue,Adopted,2.1424657534246574
cat,black,Female,2024-09-23,under age/weight,stray,2024-10-13,2024-10-13,euthanasia,Not Adopted,0.5506849315068493
dog,black,Neutered,2023-02-13,normal,stray,2024-04-10,2024-05-08,adoption,Adopted,2.1616438356164385
dog,brown brindle,Male,2023-09-17,i/i report,quarantine,2024-09-17,2024-10-04,euthanasia,Not Adopted,1.5698630136986302
cat,black,Spayed,2016-10-05,feral,stray,2017-07-05,2017-07-12,rescue,Adopted,8.523287671232877
dog,brown,Male,2010-11-27,injured  severe,owner surrender,2023-04-20,2023-04-20,rescue,Adopted,14.383561643835616
cat,brown  tabby,Unknown,2023-03-27,under age/weight,stray,2023-04-03,2023-04-03,rescue,Adopted,2.0465753424657533
dog,fawn,Spayed,2014-01-17,normal,welfare seized,2020-01-17,2020-02-06,return to owner,Not Adopted,11.241095890410959
cat,orange tabby,Male,2020-03-28,normal,stray,2020-05-28,2020-05-30,rescue,Adopted,5.043835616438356
cat,tortie dilute,Female,2020-03-28,normal,stray,2020-05-28,2020-05-30,rescue,Adopted,5.043835616438356
cat,gray,Female,2021-08-13,injured  severe,stray,2022-08-13,2022-08-14,euthanasia,Not Adopted,3.665753424657534
dog,black,Male,2020-10-06,normal,confiscate,2021-11-25,2021-12-16,return to owner,Not Adopted,4.517808219178082
cat,brown,Male,2023-07-19,under age/weight,stray,2023-08-23,2023-12-30,adoption,Adopted,1.7342465753424658
cat,brown,Male,2023-07-19,under age/weight,stray,2023-08-23,2023-10-16,rescue,Adopted,1.7342465753424658
wild,brown,Unknown,2021-03-13,under age/weight,wildlife,2021-03-28,2021-03-28,transfer,Not Adopted,4.0849315068493155
dog,white,Female,2021-03-02,normal,stray,2024-02-28,2024-03-02,return to owner,Not Adopted,4.115068493150685
dog,white,Male,2017-08-21,normal,stray,2019-08-21,2019-08-27,transfer,Not Adopted,7.646575342465753
cat,gray tabby,Spayed,2022-04-20,normal,stray,2023-04-20,2023-04-27,community cat,Not Adopted,2.9808219178082194
cat,white,Male,2021-09-15,ill mild,stray,2021-09-29,2021-09-29,euthanasia,Not Adopted,3.5753424657534247
cat,gray tabby,Neutered,2022-02-21,normal,stray,2024-02-21,2024-03-01,transfer,Not Adopted,3.1397260273972605
dog,black,Neutered,2023-11-09,injured  moderate,stray,2024-11-04,2024-12-16,adoption,Adopted,1.4246575342465753
wild,gray,Unknown,2017-07-01,injured  moderate,wildlife,2017-07-25,2017-07-25,euthanasia,Not Adopted,7.786301369863014
wild,gray,Unknown,2017-07-01,injured  moderate,wildlife,2017-07-25,2017-07-25,euthanasia,Not Adopted,7.786301369863014
dog,black,Female,2024-10-02,under age/weight,stray,2024-11-06,2024-11-08,rescue,Adopted,0.5260273972602739
cat,black,Spayed,2023-10-29,under age/weight,stray,2023-12-01,2023-12-22,rescue,Adopted,1.4547945205479451
cat,gray tabby,Female,2023-10-29,under age/weight,stray,2023-12-01,2023-12-21,rescue,Adopted,1.4547945205479451
cat,gray tabby,Neutered,2023-10-29,under age/weight,stray,2023-12-01,2023-12-22,rescue,Adopted,1.4547945205479451
dog,black,Spayed,2020-06-04,normal,owner surrender,2022-06-04,2022-06-15,adoption,Adopted,4.857534246575343
dog,brown,Neutered,2001-07-21,normal,stray,2017-01-04,2017-01-06,return to owner,Not Adopted,23.742465753424657
dog,white,Male,2023-04-21,injured  severe,stray,2024-03-09,2024-03-11,return to owner,Not Adopted,1.978082191780822
cat,brown  tabby,Female,2024-05-16,under age/weight,stray,2024-06-01,2024-07-16,rescue,Adopted,0.9068493150684932
cat,brown  tabby,Female,2024-05-16,under age/weight,stray,2024-06-01,2024-07-16,rescue,Adopted,0.9068493150684932
dog,black,Neutered,2021-07-07,normal,return,2022-07-17,2022-10-08,homefirst,Adopted,3.767123287671233
dog,white,Male,2020-12-14,normal,owner surrender,2022-12-18,2022-12-20,return to owner,Not Adopted,4.328767123287672
dog,tan,Male,2013-02-26,aged,stray,2024-12-27,2024-12-27,return to owner,Not Adopted,12.131506849315068
cat,white,Spayed,2022-05-19,normal,stray,2023-05-19,2023-08-26,adoption,Adopted,2.9013698630136986
dog,black,Male,2016-07-19,normal,stray,2017-07-19,2017-07-26,transfer,Not Adopted,8.736986301369862
cat,brown  tabby,Neutered,2016-02-18,normal,stray,2017-02-12,2017-02-20,"shelter, neuter, return",Not Adopted,9.153424657534247
cat,white,Female,2023-08-18,ill severe,stray,2023-10-02,2023-10-02,euthanasia,Not Adopted,1.652054794520548
cat,black,Female,2017-12-31,normal,welfare seized,2019-12-31,2020-01-02,return to owner,Not Adopted,7.284931506849315
cat,black,Female,2022-05-02,under age/weight,stray,2022-05-03,2022-05-10,died,Not Adopted,2.947945205479452
cat,lynx point,Unknown,2018-08-12,under age/weight,stray,2018-09-12,2018-09-16,euthanasia,Not Adopted,6.671232876712328
cat,white,Spayed,2009-08-18,ill severe,stray,2017-08-18,2017-09-08,rescue,Adopted,15.66027397260274
cat,gray tabby,Female,2017-04-28,normal,stray,2017-08-13,2017-09-14,transfer,Not Adopted,7.961643835616439
dog,tan,Spayed,2008-11-25,normal,owner surrender,2020-06-17,2020-06-19,transfer,Not Adopted,16.389041095890413
cat,black,Unknown,2018-05-08,under age/weight,stray,2018-05-17,2018-05-17,euthanasia,Not Adopted,6.934246575342466
rabbit,white,Spayed,2021-10-02,normal,stray,2022-06-01,2022-06-12,rescue,Adopted,3.5287671232876714
cat,orange,Unknown,2022-06-10,under age/weight,stray,2022-06-15,2022-08-21,transfer,Not Adopted,2.841095890410959
cat,orange,Unknown,2022-06-10,under age/weight,stray,2022-06-15,2022-08-21,transfer,Not Adopted,2.841095890410959
cat,white,Female,2019-06-15,normal,stray,2022-06-15,2022-08-21,transfer,Not Adopted,5.83013698630137
cat,orange,Unknown,2022-06-10,under age/weight,stray,2022-06-15,2022-08-21,transfer,Not Adopted,2.841095890410959
cat,brown  tabby,Spayed,2023-07-13,under age/weight,stray,2023-08-09,2023-10-01,rescue,Adopted,1.7506849315068493
dog,brown,Male,2009-09-27,normal,stray,2018-09-27,2018-10-20,transfer,Not Adopted,15.550684931506849
cat,gray,Spayed,2018-09-17,normal,stray,2020-09-20,2020-10-04,adoption,Adopted,6.572602739726028
cat,black,Spayed,2020-10-10,ill mild,owner surrender,2021-04-10,2021-05-12,adoption,Adopted,4.506849315068493
cat,gray,Neutered,2015-03-13,normal,stray,2019-03-13,2019-06-19,adoption,Adopted,10.09041095890411
cat,orange,Spayed,2020-09-02,normal,owner surrender,2021-04-02,2021-04-07,adoption,Adopted,4.610958904109589
cat,tortie,Spayed,2020-04-02,normal,owner surrender,2021-04-02,2021-05-21,rescue,Adopted,5.03013698630137
cat,black,Unknown,2019-04-11,under age/weight,stray,2019-06-11,2019-06-11,died,Not Adopted,6.008219178082192
cat,black,Neutered,2021-02-09,injured  severe,stray,2022-02-08,2022-02-12,rescue,Adopted,4.1726027397260275
dog,brown,Neutered,2019-03-09,normal,stray,2024-03-08,2024-03-20,adoption,Adopted,6.098630136986301
dog,red,Male,2018-01-17,normal,stray,2020-01-17,2020-01-18,return to owner,Not Adopted,7.238356164383561
dog,black,Spayed,2022-01-12,normal,owner surrender,2023-06-10,2023-07-01,adoption,Adopted,3.249315068493151
dog,tan,Neutered,2022-09-26,normal,stray,2023-05-26,2023-06-01,adoption,Adopted,2.5452054794520547
cat,calico,Female,2014-05-02,normal,stray,2018-05-02,2018-05-13,transfer,Not Adopted,10.953424657534246
dog,black,Unknown,2018-01-01,normal,confiscate,2021-01-01,2021-01-01,return to owner,Not Adopted,7.282191780821917
dog,black,Neutered,2019-08-25,aged,stray,2023-08-25,2023-09-10,adoption,Adopted,5.635616438356164
dog,brown,Neutered,2022-12-13,normal,stray,2024-12-13,2024-12-20,adoption,Adopted,2.3315068493150686
cat,brown  tabby,Male,2024-05-20,under age/weight,stray,2024-06-13,2024-10-22,adoption,Adopted,0.8958904109589041
cat,orange tabby,Neutered,2024-05-20,under age/weight,stray,2024-06-13,2024-08-29,adoption,Adopted,0.8958904109589041
cat,calico tabby,Spayed,2019-06-13,normal,stray,2024-06-13,2024-07-27,adoption,Adopted,5.835616438356165
dog,brown,Neutered,2022-06-06,ill mild,stray,2024-06-06,2024-06-21,euthanasia,Not Adopted,2.852054794520548
dog,chocolate,Female,2017-05-26,normal,stray,2017-08-26,2017-09-01,transfer,Not Adopted,7.884931506849315
cat,white,Unknown,2015-09-23,normal,stray,2020-09-23,2020-09-23,disposal,Not Adopted,9.558904109589042
dog,tan,Neutered,2023-10-18,normal,owner surrender,2024-07-17,2024-09-12,adoption,Adopted,1.484931506849315
cat,brown  tabby,Female,2022-06-01,ill mild,stray,2022-07-28,2022-07-31,euthanasia,Not Adopted,2.8657534246575342
dog,tan,Female,2019-06-16,ill mild,stray,2022-06-12,2022-06-15,return to owner,Not Adopted,5.8273972602739725
cat,gray,Female,2010-12-06,ill mild,stray,2019-12-06,2020-01-06,euthanasia,Not Adopted,14.35890410958904
dog,brown,Female,2011-09-15,normal,stray,2020-09-15,2020-09-19,transfer,Not Adopted,13.583561643835617
dog,black,Neutered,2017-06-05,normal,owner surrender,2021-07-29,2022-03-30,adoption,Adopted,7.857534246575343
cat,cream point,Male,2020-03-28,under age/weight,stray,2020-04-28,2020-04-28,rescue,Adopted,5.043835616438356
cat,torbi,Female,2020-03-28,under age/weight,stray,2020-04-28,2020-04-28,rescue,Adopted,5.043835616438356
cat,cream,Female,2020-03-28,under age/weight,stray,2020-04-28,2020-04-28,rescue,Adopted,5.043835616438356
cat,black,Male,2023-05-02,normal,stray,2023-05-24,2023-05-24,transfer,Not Adopted,1.9479452054794522
cat,white,Neutered,2022-09-14,injured  mild,stray,2024-09-14,2024-09-27,community cat,Not Adopted,2.578082191780822
cat,brown  tabby,Unknown,2023-08-15,under age/weight,stray,2023-09-15,2023-09-15,return to owner,Not Adopted,1.6602739726027398
dog,black,Male,2023-08-30,under age/weight,stray,2023-10-05,2023-10-06,rescue,Adopted,1.6191780821917807
cat,gray,Unknown,2024-06-09,injured  severe,stray,2024-07-24,2024-07-24,died,Not Adopted,0.8410958904109589
cat,white,Neutered,2024-05-07,ill mild,stray,2024-06-25,2024-07-31,adoption,Adopted,0.9315068493150684
cat,gray tabby,Neutered,2024-05-07,normal,stray,2024-06-25,2024-08-18,adoption,Adopted,0.9315068493150684
cat,gray,Neutered,2016-10-27,normal,stray,2018-10-27,2018-11-17,adoption,Adopted,8.463013698630137
dog,black,Female,2018-08-10,normal,stray,2018-10-10,2018-10-11,rescue,Adopted,6.676712328767123
dog,brown brindle,Male,2021-06-24,ill moderatete,stray,2021-09-24,2021-09-24,euthanasia,Not Adopted,3.802739726027397
cat,black,Female,2016-03-15,normal,stray,2019-03-15,2019-03-18,rescue,Adopted,9.082191780821917
cat,black,Male,2017-07-10,normal,stray,2017-11-10,2017-11-16,transfer,Not Adopted,7.761643835616439
cat,black,Female,2017-07-10,normal,stray,2017-11-10,2017-11-16,transfer,Not Adopted,7.761643835616439
cat,calico,Female,2024-09-01,ill mild,stray,2024-09-24,2024-09-25,rescue,Adopted,0.6109589041095891
dog,black,Male,2013-06-25,normal,safe keep,2018-06-25,2018-06-28,return to owner,Not Adopted,11.805479452054794
cat,black,Neutered,2017-07-02,feral,stray,2017-12-01,2017-12-14,"shelter, neuter, return",Not Adopted,7.7835616438356166
dog,black,Neutered,2022-07-21,normal,stray,2023-07-21,2023-07-28,adoption,Adopted,2.728767123287671
cat,white,Unknown,2017-08-23,under age/weight,stray,2017-09-01,2017-09-01,euthanasia,Not Adopted,7.641095890410959
cat,gray,Male,2019-04-18,normal,stray,2019-07-18,2019-09-01,rescue,Adopted,5.989041095890411
dog,black,Neutered,2016-01-09,normal,stray,2017-01-09,2017-01-11,return to owner,Not Adopted,9.263013698630138
cat,calico,Female,2017-05-15,under age/weight,stray,2017-06-15,2017-06-22,rescue,Adopted,7.9150684931506845
cat,black,Male,2017-05-15,under age/weight,stray,2017-06-15,2017-06-22,rescue,Adopted,7.9150684931506845
cat,black,Male,2017-03-05,normal,stray,2017-04-05,2017-04-07,rescue,Adopted,8.10958904109589
cat,gray,Male,2017-03-05,normal,stray,2017-04-05,2017-04-07,rescue,Adopted,8.10958904109589
dog,black,Male,2015-02-15,normal,stray,2017-02-15,2017-02-22,transfer,Not Adopted,10.161643835616438
cat,gray,Neutered,2014-01-19,feral,stray,2017-01-19,2017-01-27,"shelter, neuter, return",Not Adopted,11.235616438356164
dog,black,Female,2017-04-13,normal,stray,2019-04-13,2019-04-18,return to owner,Not Adopted,8.002739726027396
dog,white,Male,2021-07-13,normal,stray,2022-07-13,2022-07-20,adoption,Adopted,3.750684931506849
dog,black,Spayed,2020-04-06,normal,stray,2022-04-06,2022-04-13,adoption,Adopted,5.019178082191781
cat,brown  tabby,Male,2017-08-27,normal,stray,2020-08-27,2022-02-17,adoption,Adopted,7.63013698630137
cat,black,Male,2020-09-18,ill severe,stray,2020-10-18,2020-11-12,rescue,Adopted,4.567123287671233
cat,black,Unknown,2017-01-06,fractious,stray,2018-01-06,2018-02-15,euthanasia,Not Adopted,8.26849315068493
cat,orange tabby,Male,2015-01-06,normal,stray,2018-01-06,2018-07-03,transport,Not Adopted,10.271232876712329
cat,black,Male,2023-03-27,normal,stray,2023-05-27,2023-07-19,adoption,Adopted,2.0465753424657533
dog,brown,Male,2017-07-10,normal,stray,2017-11-10,2017-11-16,transfer,Not Adopted,7.761643835616439
cat,brown  tabby,Male,2017-09-04,under age/weight,stray,2017-10-04,2017-10-05,rescue,Adopted,7.608219178082192
reptile,gray,Unknown,2015-12-09,normal,owner surrender,2017-12-09,2017-12-12,rescue,Adopted,9.347945205479451
dog,gray,Neutered,2018-09-16,normal,stray,2020-09-16,2020-11-20,adoption,Adopted,6.575342465753424
cat,gray,Male,2017-07-27,under age/weight,stray,2017-08-27,2017-08-27,euthanasia,Not Adopted,7.715068493150685
cat,black,Male,2023-05-11,ill moderatete,stray,2023-06-11,2023-06-22,adoption,Adopted,1.9232876712328768
cat,gray tabby,Male,2021-10-02,under age/weight,stray,2021-10-18,2021-10-28,rescue,Adopted,3.5287671232876714
cat,black,Spayed,2018-12-27,normal,stray,2019-12-16,2019-12-28,"shelter, neuter, return",Not Adopted,6.295890410958904
cat,orange,Unknown,2023-07-24,under age/weight,stray,2023-07-26,2023-07-26,euthanasia,Not Adopted,1.7205479452054795
dog,white,Neutered,2010-01-11,normal,stray,2017-01-11,2017-02-07,transport,Not Adopted,15.26027397260274
cat,gray,Female,2016-11-27,normal,stray,2017-01-27,2017-02-02,transfer,Not Adopted,8.378082191780821
