animal_type,primary_color,sex,dob,intake_condition,intake_type,intake_date,outcome_date,outcome_type,outcome_group,age_at_intake
bird,white,Female,2022-04-11,normal,stray,2023-04-11,2023-04-15,rescue,Adopted,2.9616438356164383
bird,brown,Unknown,2022-05-10,normal,wildlife,2022-10-10,2022-10-10,rescue,Adopted,2.882191780821918
dog,white,Male,2021-06-05,normal,stray,2024-06-05,2024-06-13,return to owner,Not Adopted,3.8109589041095893
dog,brown,Neutered,2023-11-02,normal,stray,2024-02-23,2024-03-06,adoption,Adopted,1.4
cat,brown  tabby,Neutered,2024-06-14,under age/weight,stray,2024-07-03,2024-10-06,adoption,Adopted,0.7835616438356164
dog,black,Neutered,2022-12-13,normal,stray,2023-09-08,2023-09-21,adoption,Adopted,2.287671232876712
dog,brown,Female,2023-10-28,normal,owner surrender,2023-12-28,2023-12-28,transfer,Not Adopted,1.4136986301369863
dog,white,Male,2023-10-28,normal,owner surrender,2023-12-28,2023-12-28,transfer,Not Adopted,1.4136986301369863
cat,black,Male,2023-09-12,under age/weight,stray,2023-09-14,2023-10-17,euthanasia,Not Adopted,1.5397260273972602
dog,black,Male,2021-10-25,normal,return,2023-11-15,2023-12-03,adoption,Adopted,3.421917808219178
dog,gray,Male,2023-05-02,normal,stray,2024-05-02,2024-05-03,return to owner,Not Adopted,1.904109589041096
cat,black,Neutered,2019-05-24,normal,owner surrender,2024-04-05,2024-06-21,rescue,Adopted,5.846575342465753
cat,black,Neutered,2022-04-05,normal,owner surrender,2024-04-05,2024-06-14,rescue,Adopted,2.978082191780822
cat,brown  tabby,Spayed,2012-11-05,normal,owner surrender,2017-02-01,2017-02-03,transfer,Not Adopted,12.397260273972602
dog,tan,Neutered,2014-03-29,normal,owner surrender,2019-03-29,2019-06-05,adoption,Adopted,11.002739726027396
cat,brown  tabby,Spayed,2015-08-16,fractious,stray,2018-08-16,2018-08-30,"shelter, neuter, return",Not Adopted,9.61917808219178
cat,gray tabby,Neutered,2013-10-08,normal,stray,2017-10-08,2017-10-17,"shelter, neuter, return",Not Adopted,11.473972602739726
dog,brown,Neutered,2009-05-15,normal,owner surrender,2018-12-21,2019-01-06,rescue,Adopted,15.876712328767123
wild,brown,Unknown,2018-05-12,ill severe,wildlife,2019-05-12,2019-05-12,euthanasia,Not Adopted,6.879452054794521
cat,tortie,Spayed,2018-07-14,normal,stray,2019-07-14,2019-07-26,"shelter, neuter, return",Not Adopted,6.706849315068493
cat,black,Female,2016-01-20,normal,stray,2017-01-20,2017-01-29,adoption,Adopted,9.189041095890412
cat,brown  tabby,Spayed,2019-02-23,normal,return,2022-04-02,2022-04-06,transfer,Not Adopted,6.093150684931507
dog,fawn,Neutered,2007-11-19,normal,stray,2017-04-26,2017-04-27,return to owner,Not Adopted,17.364383561643837
cat,black,Spayed,2020-11-01,under age/weight,stray,2020-11-22,2022-02-17,adoption,Adopted,4.402739726027397
other,brown,Unknown,2020-09-18,injured  severe,wildlife,2021-09-18,2021-09-18,died,Not Adopted,4.523287671232877
cat,calico,Female,2010-12-30,ill severe,stray,2017-12-30,2017-12-30,euthanasia,Not Adopted,14.24931506849315
dog,tan,Female,2018-10-22,normal,stray,2021-10-22,2021-10-23,return to owner,Not Adopted,6.432876712328767
cat,brown  tabby,Male,2023-05-11,under age/weight,stray,2023-05-12,2023-05-14,died,Not Adopted,1.8794520547945206
other,brown,Unknown,2017-12-17,injured  severe,wildlife,2018-12-17,2018-12-17,euthanasia,Not Adopted,7.279452054794521
rabbit,black,Unknown,2019-04-07,under age/weight,wildlife,2019-04-07,2019-04-07,euthanasia,Not Adopted,5.975342465753425
dog,brown,Male,2013-10-09,normal,stray,2017-10-09,2017-11-08,euthanasia,Not Adopted,11.471232876712328
cat,orange tabby,Male,2018-01-27,normal,stray,2018-06-27,2018-07-01,transfer,Not Adopted,7.167123287671233
cat,gray,Neutered,2004-08-23,normal,owner surrender,2017-08-23,2017-09-09,adoption,Adopted,20.605479452054794
wild,brown,Unknown,2016-01-16,ill moderatete,wildlife,2018-01-16,2018-01-16,euthanasia,Not Adopted,9.2
dog,brown,Neutered,2009-05-01,aged,stray,2020-09-29,2020-09-29,return to owner,Not Adopted,15.915068493150685
dog,brown brindle,Neutered,2013-02-21,normal,stray,2021-02-21,2021-02-24,return to owner,Not Adopted,12.101369863013698
cat,blue point,Unknown,2017-05-16,under age/weight,stray,2017-06-04,2017-06-07,rescue,Adopted,7.868493150684931
cat,gray tabby,Spayed,2017-02-28,normal,stray,2017-05-28,2017-06-15,transfer,Not Adopted,8.07945205479452
cat,gray,Male,2024-10-03,under age/weight,stray,2024-11-03,2024-11-06,rescue,Adopted,0.4794520547945205
cat,brown  tabby,Male,2019-10-03,under age/weight,stray,2019-11-03,2019-11-08,rescue,Adopted,5.484931506849315
dog,tan,Neutered,2023-08-02,normal,stray,2024-08-02,2024-08-09,adoption,Adopted,1.652054794520548
dog,white,Spayed,2023-08-02,normal,stray,2024-08-02,2024-08-09,adoption,Adopted,1.652054794520548
dog,brown,Spayed,2018-05-21,normal,stray,2021-05-01,2022-02-19,adoption,Adopted,6.854794520547945
dog,black,Female,2021-08-11,normal,welfare seized,2024-02-10,2024-02-11,return to owner,Not Adopted,3.627397260273973
dog,brown,Neutered,2012-01-04,injured  moderate,stray,2019-07-20,2019-07-21,return to owner,Not Adopted,13.235616438356164
cat,orange tabby,Neutered,2002-04-19,aged,stray,2019-03-09,2019-03-09,return to owner,Not Adopted,22.953424657534246
dog,cream,Spayed,2020-09-23,normal,stray,2022-09-23,2022-09-28,adoption,Adopted,4.50958904109589
cat,tan,Neutered,2020-07-23,normal,stray,2020-10-23,2020-11-01,adoption,Adopted,4.67945205479452
cat,gray,Unknown,2019-08-10,fractious,quarantine,2019-10-10,2019-11-13,rescue,Adopted,5.632876712328767
dog,silver,Male,2017-12-22,normal,stray,2018-12-22,2018-12-28,transfer,Not Adopted,7.265753424657534
cat,tortie,Spayed,2018-09-30,normal,stray,2018-11-18,2019-01-11,adoption,Adopted,6.493150684931507
dog,tan,Female,2019-11-04,normal,stray,2023-11-04,2023-11-09,rescue,Adopted,5.397260273972603
cat,brown  tabby,Male,2018-06-21,under age/weight,stray,2018-07-06,2018-07-06,euthanasia,Not Adopted,6.76986301369863
dog,black,Spayed,2022-04-30,normal,stray,2022-09-29,2022-10-09,homefirst,Adopted,2.9095890410958902
cat,black,Neutered,2015-01-21,fractious,stray,2018-01-21,2018-02-14,"shelter, neuter, return",Not Adopted,10.186301369863013
dog,fawn,Male,2011-12-30,normal,stray,2018-12-30,2019-01-05,transfer,Not Adopted,13.24931506849315
dog,brown,Female,2018-06-20,normal,stray,2024-06-20,2024-06-20,return to owner,Not Adopted,6.772602739726027
dog,white,Neutered,2015-11-03,normal,stray,2023-07-22,2023-08-04,euthanasia,Not Adopted,9.402739726027397
dog,tan,Female,2020-09-14,normal,stray,2024-05-25,2024-05-30,return to owner,Not Adopted,4.534246575342466
cat,black,Unknown,2020-04-09,under age/weight,stray,2020-05-03,2020-05-03,rescue,Adopted,4.967123287671233
wild,brown,Unknown,2020-08-15,injured  mild,wildlife,2020-08-29,2020-08-30,rescue,Adopted,4.616438356164384
dog,white,Spayed,2015-10-12,normal,stray,2020-08-18,2020-08-27,transfer,Not Adopted,9.463013698630137
cat,gray,Spayed,2019-07-07,under age/weight,stray,2019-08-22,2019-08-25,foster to adopt,Adopted,5.726027397260274
wild,black,Male,2020-08-19,ill severe,wildlife,2021-02-19,2021-02-19,euthanasia,Not Adopted,4.605479452054794
other,gray,Unknown,2018-01-19,normal,wildlife,2018-04-19,2018-04-20,died,Not Adopted,7.189041095890411
cat,calico dilute,Female,2018-05-09,normal,stray,2019-02-09,2019-02-13,transfer,Not Adopted,6.887671232876713
cat,brown  tabby,Male,2023-05-01,normal,stray,2023-05-08,2023-06-09,died,Not Adopted,1.906849315068493
cat,gray tabby,Male,2018-04-04,under age/weight,stray,2018-04-22,2018-04-24,rescue,Adopted,6.983561643835617
cat,gray,Female,2018-04-04,under age/weight,stray,2018-04-22,2018-04-24,rescue,Adopted,6.983561643835617
cat,gray,Spayed,2017-05-08,normal,owner surrender,2020-02-05,2020-02-19,rescue,Adopted,7.890410958904109
cat,black,Neutered,2019-03-02,normal,stray,2019-05-30,2019-08-08,adoption,Adopted,6.073972602739726
cat,calico tabby,Spayed,2016-05-30,normal,stray,2019-05-30,2019-07-11,"shelter, neuter, return",Not Adopted,8.830136986301369
dog,white,Spayed,2021-08-05,normal,return,2023-08-12,2023-08-12,adoption,Adopted,3.643835616438356
cat,brown  tabby,Male,2019-04-05,under age/weight,stray,2019-05-08,2019-05-18,rescue,Adopted,5.980821917808219
cat,black,Male,2019-04-05,under age/weight,stray,2019-05-08,2019-05-18,rescue,Adopted,5.980821917808219
dog,white,Male,2018-03-09,normal,confiscate,2019-03-09,2019-03-13,return to owner,Not Adopted,7.054794520547945
dog,white,Female,2018-07-09,normal,confiscate,2019-03-09,2019-03-13,return to owner,Not Adopted,6.720547945205479
cat,black,Neutered,2024-03-29,ill moderatete,owner surrender,2024-05-29,2024-07-07,adoption,Adopted,0.9945205479452055
cat,black,Neutered,2024-05-04,under age/weight,stray,2024-05-24,2024-07-31,adoption,Adopted,0.8958904109589041
dog,tan,Female,2015-08-03,normal,stray,2017-08-03,2017-08-11,adoption,Adopted,9.654794520547945
dog,white,Neutered,2021-08-17,normal,stray,2022-08-17,2022-09-02,homefirst,Adopted,3.610958904109589
cat,brown  tabby,Male,2017-09-27,under age/weight,stray,2017-10-14,2017-10-21,euthanasia,Not Adopted,7.501369863013698
cat,torbi,Spayed,2024-07-16,normal,stray,2024-10-16,2024-12-26,adoption,Adopted,0.6958904109589041
cat,black,Neutered,2024-07-16,normal,stray,2024-10-16,2024-12-27,adoption,Adopted,0.6958904109589041
cat,brown  tabby,Neutered,2024-07-16,normal,stray,2024-10-16,2024-12-26,adoption,Adopted,0.6958904109589041
dog,black,Male,2019-08-05,normal,stray,2020-08-05,2020-08-09,transfer,Not Adopted,5.646575342465753
cat,black,Female,2018-05-15,normal,stray,2018-08-15,2018-08-15,rescue,Adopted,6.8712328767123285
dog,brown,Female,2014-01-10,normal,stray,2019-01-10,2019-01-17,transfer,Not Adopted,11.216438356164383
dog,white,Neutered,2020-02-25,normal,stray,2024-02-24,2024-03-13,adoption,Adopted,5.087671232876712
cat,tortie,Spayed,2023-01-25,normal,stray,2024-07-25,2024-07-29,community cat,Not Adopted,2.16986301369863
cat,white,Female,2024-05-18,under age/weight,stray,2024-06-07,2024-06-07,euthanasia,Not Adopted,0.8575342465753425
cat,black,Male,2021-04-08,injured  severe,stray,2022-04-08,2022-04-08,euthanasia,Not Adopted,3.96986301369863
cat,brown  tabby,Neutered,2017-04-03,feral,stray,2017-08-03,2017-08-20,"shelter, neuter, return",Not Adopted,7.986301369863014
wild,gray,Unknown,2018-03-08,under age/weight,wildlife,2018-04-08,2018-04-08,euthanasia,Not Adopted,7.057534246575343
dog,white,Spayed,2012-06-10,normal,stray,2017-06-10,2017-12-07,transfer,Not Adopted,12.802739726027397
dog,black,Spayed,2023-09-06,normal,stray,2024-07-06,2024-07-17,adoption,Adopted,1.5561643835616439
rabbit,white,Female,2014-12-31,normal,stray,2017-12-31,2018-01-17,euthanasia,Not Adopted,10.243835616438357
cat,black,Male,2017-02-07,normal,owner surrender,2017-07-07,2017-09-08,euthanasia,Not Adopted,8.136986301369863
other,brown,Unknown,2018-04-10,under age/weight,wildlife,2018-04-15,2018-04-15,euthanasia,Not Adopted,6.967123287671233
dog,black,Spayed,2021-10-27,normal,stray,2023-10-27,2023-10-30,transfer,Not Adopted,3.4164383561643836
dog,white,Neutered,2023-08-22,normal,stray,2024-08-22,2024-08-30,adoption,Adopted,1.5972602739726027
cat,orange,Neutered,2016-07-16,injured  moderate,stray,2017-07-16,2017-07-16,euthanasia,Not Adopted,8.7013698630137
dog,brown,Spayed,2015-02-02,normal,stray,2019-02-02,2019-02-06,return to owner,Not Adopted,10.153424657534247
cat,brown  tabby,Female,2017-06-07,normal,stray,2017-08-13,2017-08-19,adoption,Adopted,7.808219178082192
dog,white,Male,2011-01-05,normal,owner surrender,2017-09-10,2017-12-07,euthanasia,Not Adopted,14.232876712328768
cat,calico dilute,Female,2019-03-27,normal,stray,2019-06-27,2019-06-28,transfer,Not Adopted,6.005479452054795
cat,black,Male,2020-09-08,normal,stray,2020-11-08,2020-11-28,rescue,Adopted,4.550684931506849
cat,orange tabby,Neutered,2015-10-11,normal,stray,2018-03-11,2018-03-20,"shelter, neuter, return",Not Adopted,9.465753424657533
cat,black,Male,2024-04-19,ill moderatete,stray,2024-06-19,2024-06-20,rescue,Adopted,0.936986301369863
dog,brown,Spayed,2024-02-15,under age/weight,stray,2024-05-30,2024-06-05,adoption,Adopted,1.1123287671232878
dog,yellow,Female,2017-03-01,normal,owner surrender,2017-07-29,2017-07-30,transfer,Not Adopted,8.076712328767123
cat,black,Male,2018-03-23,normal,stray,2018-05-23,2018-05-28,adoption,Adopted,7.016438356164383
cat,black,Female,2018-03-23,normal,stray,2018-05-23,2018-05-27,transfer,Not Adopted,7.016438356164383
dog,brown,Neutered,2016-02-11,injured  severe,owner surrender,2018-08-21,2018-08-23,rescue,Adopted,9.128767123287671
dog,black,Female,2017-01-26,under age/weight,stray,2017-03-10,2017-03-10,transfer,Not Adopted,8.169863013698631
dog,white,Female,2016-01-04,normal,stray,2020-01-04,2020-01-12,transfer,Not Adopted,9.232876712328768
cat,black,Neutered,2018-02-05,ill severe,stray,2023-02-04,2023-07-28,adoption,Adopted,7.142465753424657
dog,black,Male,2014-05-09,normal,owner surrender,2019-03-02,2019-07-25,rescue,Adopted,10.89041095890411
cat,brown  tabby,Female,2017-04-17,under age/weight,stray,2017-05-17,2017-05-18,rescue,Adopted,7.947945205479452
cat,snowshoe,Spayed,2019-01-24,normal,stray,2020-01-24,2020-01-31,transfer,Not Adopted,6.175342465753425
cat,gray tabby,Spayed,2022-05-10,under age/weight,stray,2022-08-10,2022-10-26,adoption,Adopted,2.882191780821918
cat,gray,Neutered,2017-04-15,feral,stray,2017-06-30,2017-08-11,adoption,Adopted,7.953424657534247
dog,black,Neutered,2019-09-30,normal,quarantine,2021-06-04,2021-06-13,return to owner,Not Adopted,5.493150684931507
cat,brown  tabby,Female,2016-03-08,normal,stray,2019-03-08,2019-03-13,transfer,Not Adopted,9.057534246575342
cat,gray,Unknown,2024-08-07,under age/weight,stray,2024-08-07,2024-08-08,rescue,Adopted,0.6356164383561644
cat,gray,Neutered,2022-08-13,ill mild,stray,2022-09-13,2022-10-07,adoption,Adopted,2.621917808219178
cat,black,Spayed,2022-08-13,ill mild,stray,2022-09-13,2022-10-13,adoption,Adopted,2.621917808219178
rabbit,white,Neutered,2023-06-27,normal,stray,2024-06-27,2024-07-20,rescue,Adopted,1.7506849315068493
cat,brown  tabby,Unknown,2023-07-06,under age/weight,stray,2023-07-12,2023-07-12,euthanasia,Not Adopted,1.726027397260274
cat,gray,Neutered,2023-11-07,normal,stray,2024-01-25,2024-01-31,adoption,Adopted,1.3863013698630138
dog,red,Neutered,2022-11-08,normal,stray,2024-05-08,2024-06-18,rescue,Adopted,2.3835616438356166
cat,brown  tabby,Male,2016-03-18,ill severe,stray,2024-03-18,2024-03-18,euthanasia,Not Adopted,9.03013698630137
cat,orange tabby,Neutered,2024-05-01,ill moderatete,stray,2024-07-31,2024-09-18,adoption,Adopted,0.9041095890410958
cat,black,Spayed,2024-08-29,i/i report,stray,2024-09-29,2024-12-26,adoption,Adopted,0.5753424657534246
dog,white,Spayed,2021-02-15,normal,stray,2021-06-15,2021-06-26,adoption,Adopted,4.112328767123287
cat,gray,Spayed,2020-04-02,normal,stray,2022-04-02,2022-04-06,transfer,Not Adopted,4.986301369863014
dog,tan,Female,2013-10-14,injured  severe,stray,2018-10-14,2018-11-03,rescue,Adopted,11.457534246575342
cat,calico,Female,2022-06-11,injured  severe,stray,2024-06-11,2024-06-11,euthanasia,Not Adopted,2.7945205479452055
dog,fawn,Spayed,2013-01-21,normal,stray,2017-01-21,2017-02-26,adoption,Adopted,12.186301369863013
cat,orange tabby,Male,2019-10-13,under age/weight,stray,2019-11-13,2019-11-15,rescue,Adopted,5.457534246575342
cat,black,Spayed,2015-04-14,normal,stray,2018-04-14,2018-04-24,"shelter, neuter, return",Not Adopted,9.95890410958904
dog,red,Female,2019-02-21,normal,stray,2022-02-21,2022-03-01,transfer,Not Adopted,6.098630136986301
cat,black,Neutered,2018-11-23,normal,stray,2019-11-23,2019-11-30,"shelter, neuter, return",Not Adopted,6.345205479452055
cat,gray,Female,2017-05-10,under age/weight,stray,2017-06-03,2017-06-14,rescue,Adopted,7.884931506849315
cat,black,Female,2017-05-10,under age/weight,stray,2017-06-03,2017-06-09,rescue,Adopted,7.884931506849315
cat,seal point,Male,2017-05-10,under age/weight,stray,2017-06-03,2017-06-09,rescue,Adopted,7.884931506849315
cat,black,Female,2012-08-24,normal,owner surrender,2019-08-24,2019-11-21,rescue,Adopted,12.597260273972603
cat,white,Neutered,2022-12-04,injured  mild,stray,2024-12-04,2024-12-10,community cat,Not Adopted,2.3123287671232875
dog,brown,Male,2024-06-16,under age/weight,stray,2024-06-23,2024-06-26,rescue,Adopted,0.7780821917808219
dog,white,Male,2024-06-16,under age/weight,stray,2024-06-23,2024-06-26,rescue,Adopted,0.7780821917808219
cat,gray tabby,Spayed,2020-03-16,fractious,welfare seized,2022-03-16,2022-10-06,rescue,Adopted,5.032876712328767
dog,brown,Neutered,2021-09-22,normal,owner surrender,2023-03-17,2023-03-18,adoption,Adopted,3.5123287671232877
dog,brown brindle,Male,2015-12-22,normal,stray,2018-12-22,2018-12-28,transfer,Not Adopted,9.26849315068493
rabbit,white,Spayed,2020-01-24,normal,owner surrender,2022-01-23,2022-02-08,rescue,Adopted,5.175342465753425
cat,gray tabby,Neutered,2014-05-04,injured  moderate,owner surrender,2024-05-04,2024-05-05,euthanasia,Not Adopted,10.904109589041095
cat,orange tabby,Male,2024-03-10,under age/weight,stray,2024-03-24,2024-05-10,rescue,Adopted,1.0465753424657533
dog,black,Male,2019-12-23,normal,stray,2024-01-16,2024-01-16,return to owner,Not Adopted,5.263013698630137
dog,blue,Male,2017-07-17,normal,stray,2020-07-17,2020-07-22,return to owner,Not Adopted,7.698630136986301
dog,white,Neutered,2016-10-09,normal,confiscate,2017-07-09,2017-08-10,rescue,Adopted,8.468493150684932
cat,tortie,Spayed,2018-08-15,under age/weight,stray,2018-09-08,2018-11-06,adoption,Adopted,6.619178082191781
dog,white,Neutered,2017-04-10,normal,stray,2019-05-21,2019-05-21,return to owner,Not Adopted,7.967123287671233
cat,orange tabby,Male,2018-06-17,normal,stray,2018-08-17,2018-08-31,rescue,Adopted,6.780821917808219
dog,tricolor,Neutered,2015-08-16,normal,owner surrender,2023-08-16,2023-08-26,adoption,Adopted,9.61917808219178
cat,point,Female,2024-02-20,injured  moderate,stray,2024-04-20,2024-04-20,euthanasia,Not Adopted,1.0986301369863014
cat,black,Male,2016-02-09,injured  severe,stray,2021-02-09,2021-02-09,euthanasia,Not Adopted,9.134246575342466
cat,black,Neutered,2022-04-23,normal,stray,2022-04-29,2022-06-12,adoption,Adopted,2.9287671232876713
cat,black,Male,2022-04-23,normal,stray,2022-04-29,2022-06-11,adoption,Adopted,2.9287671232876713
cat,black,Spayed,2022-04-23,normal,stray,2022-04-29,2022-06-18,adoption,Adopted,2.9287671232876713
dog,black,Spayed,2013-09-28,normal,stray,2018-09-28,2018-10-18,adoption,Adopted,11.501369863013698
cat,orange tabby,Neutered,2024-06-01,under age/weight,stray,2024-07-13,2024-08-27,adoption,Adopted,0.8191780821917808
cat,brown  tabby,Neutered,2024-06-08,under age/weight,stray,2024-07-13,2024-08-15,adoption,Adopted,0.8
cat,black,Spayed,2024-06-08,under age/weight,stray,2024-07-13,2024-09-13,adoption,Adopted,0.8
cat,brown  tabby,Male,2016-09-02,normal,stray,2018-09-02,2018-09-12,transfer,Not Adopted,8.56986301369863
cat,lynx point,Male,2018-05-02,normal,stray,2018-09-02,2018-09-13,transfer,Not Adopted,6.906849315068493
cat,white,Spayed,2006-08-19,ill mild,stray,2017-08-30,2017-09-23,adoption,Adopted,18.616438356164384
cat,black,Male,2017-06-19,normal,stray,2017-08-19,2017-08-26,transfer,Not Adopted,7.7753424657534245
dog,black,Female,2017-04-19,normal,stray,2017-08-19,2017-08-25,transfer,Not Adopted,7.942465753424657
cat,black,Female,2015-08-19,normal,stray,2017-08-19,2017-08-26,transfer,Not Adopted,9.610958904109589
cat,gray,Spayed,2014-07-29,normal,stray,2017-10-08,2017-10-14,return to owner,Not Adopted,10.668493150684931
cat,brown  tabby,Female,2020-09-16,injured  moderate,stray,2021-03-16,2021-03-16,euthanasia,Not Adopted,4.528767123287671
dog,black,Female,2018-12-04,normal,stray,2019-12-04,2019-12-08,transfer,Not Adopted,6.315068493150685
cat,gray,Spayed,2015-08-30,feral,stray,2017-08-30,2017-10-11,"shelter, neuter, return",Not Adopted,9.580821917808219
cat,black,Female,2017-02-18,normal,stray,2017-03-23,2017-03-23,transfer,Not Adopted,8.106849315068493
cat,brown  tabby,Male,2017-02-18,normal,stray,2017-03-23,2017-03-23,transfer,Not Adopted,8.106849315068493
cat,tortie,Female,2015-03-23,normal,stray,2017-03-23,2017-03-30,transfer,Not Adopted,10.01917808219178
cat,gray tabby,Neutered,2020-01-12,injured  moderate,stray,2022-01-07,2022-01-29,adoption,Adopted,5.208219178082191
cat,gray,Spayed,2024-09-04,ill mild,stray,2024-12-04,2024-12-26,adoption,Adopted,0.5589041095890411
dog,black,Female,2009-12-28,ill mild,stray,2022-12-28,2022-12-31,return to owner,Not Adopted,15.254794520547945
cat,gray tabby,Neutered,2023-03-07,ill moderatete,stray,2024-03-06,2024-03-27,adoption,Adopted,2.0575342465753423
cat,gray,Spayed,2021-09-07,normal,stray,2021-10-07,2021-12-15,adoption,Adopted,3.5534246575342467
cat,gray,Female,2019-10-07,normal,stray,2021-10-07,2021-12-09,transfer,Not Adopted,5.473972602739726
cat,gray tabby,Male,2021-09-07,normal,stray,2021-10-07,2021-10-24,euthanasia,Not Adopted,3.5534246575342467
cat,white,Male,2023-03-13,under age/weight,stray,2023-04-19,2023-04-19,rescue,Adopted,2.041095890410959
cat,chocolate point,Neutered,2021-12-31,ill mild,stray,2023-12-31,2024-03-01,rescue,Adopted,3.2383561643835614
dog,white,Neutered,2021-01-22,injured  mild,owner surrender,2024-02-04,2024-05-22,adoption,Adopted,4.178082191780822
dog,white,Spayed,2021-02-02,injured  mild,owner surrender,2024-02-04,2024-03-10,adoption,Adopted,4.147945205479452
cat,black,Spayed,2023-04-29,ill mild,stray,2023-09-29,2023-12-13,adoption,Adopted,1.9123287671232876
cat,gray,Spayed,2024-07-10,under age/weight,stray,2024-08-28,2024-09-13,adoption,Adopted,0.7123287671232876
cat,orange tabby,Neutered,2024-04-23,normal,stray,2024-06-23,2024-06-29,adoption,Adopted,0.9260273972602739
dog,black,Spayed,2018-02-23,normal,owner surrender,2024-02-23,2024-06-26,adoption,Adopted,7.093150684931507
dog,tan,Male,2013-09-03,normal,stray,2023-09-03,2023-09-06,return to owner,Not Adopted,11.56986301369863
cat,black,Female,2014-02-01,normal,stray,2017-02-01,2017-02-08,transfer,Not Adopted,11.156164383561643
dog,tan,Female,2014-07-22,normal,stray,2017-07-22,2017-08-11,adoption,Adopted,10.687671232876712
dog,gray,Neutered,2012-09-17,normal,owner surrender,2017-02-12,2017-02-15,return to owner,Not Adopted,12.531506849315068
cat,gray,Male,2018-04-20,normal,stray,2018-06-20,2018-06-29,rescue,Adopted,6.93972602739726
cat,seal point,Male,2018-04-20,normal,stray,2018-06-20,2018-06-29,rescue,Adopted,6.93972602739726
cat,gray tabby,Female,2017-03-31,under age/weight,stray,2017-04-19,2017-04-21,rescue,Adopted,7.994520547945205
dog,liver,Neutered,2021-03-27,behavior  moderate,owner surrender,2022-02-27,2022-03-30,adoption,Adopted,4.002739726027397
cat,gray,Spayed,2017-04-18,normal,stray,2017-09-03,2017-10-04,"shelter, neuter, return",Not Adopted,7.945205479452055
cat,brown  tabby,Neutered,2001-06-27,fractious,owner surrender,2019-06-26,2019-07-20,return to owner,Not Adopted,23.764383561643836
dog,white,Female,2017-03-26,ill severe,stray,2024-03-25,2024-03-27,euthanasia,Not Adopted,8.008219178082191
cat,brown  tabby,Female,2014-03-15,normal,stray,2017-03-15,2017-03-22,transfer,Not Adopted,11.04109589041096
cat,torbi,Spayed,2020-01-13,normal,stray,2021-01-13,2021-01-20,"shelter, neuter, return",Not Adopted,5.205479452054795
cat,tan,Female,2005-04-02,normal,owner surrender,2017-04-02,2017-07-05,adoption,Adopted,19.997260273972604
bird,white,Unknown,2021-07-15,injured  severe,wildlife,2022-07-15,2022-07-17,disposal,Not Adopted,3.7013698630136984
dog,black,Female,2017-07-29,normal,stray,2017-11-26,2017-12-20,adoption,Adopted,7.6657534246575345
cat,black,Neutered,2003-09-18,ill mild,stray,2017-04-17,2017-04-17,return to owner,Not Adopted,21.53698630136986
cat,torbi,Female,2013-09-08,normal,owner surrender,2017-09-08,2017-11-30,adoption,Adopted,11.556164383561644
dog,black,Neutered,2016-07-25,normal,owner surrender,2018-08-22,2018-08-30,euthanasia,Not Adopted,8.676712328767124
dog,white,Male,2009-11-15,normal,owner surrender,2018-11-15,2018-11-16,transfer,Not Adopted,15.372602739726027
guinea pig,tricolor,Female,2012-11-03,normal,owner surrender,2017-05-03,2017-05-28,rescue,Adopted,12.402739726027397
cat,brown  tabby,Neutered,2019-07-24,normal,stray,2019-10-24,2020-01-04,adoption,Adopted,5.67945205479452
cat,black,Male,2012-11-29,ill severe,stray,2017-11-29,2017-11-29,euthanasia,Not Adopted,12.331506849315069
dog,white,Male,2016-01-04,normal,stray,2017-01-04,2017-01-11,transfer,Not Adopted,9.232876712328768
dog,tricolor,Spayed,2023-10-01,normal,stray,2024-08-01,2024-08-08,adoption,Adopted,1.4876712328767123
cat,orange tabby,Neutered,2018-12-13,normal,stray,2019-12-13,2020-01-02,adoption,Adopted,6.2904109589041095
cat,black,Female,2017-03-26,under age/weight,stray,2017-04-09,2017-05-09,rescue,Adopted,8.008219178082191
cat,tortie,Spayed,2015-04-09,normal,stray,2017-04-09,2017-05-12,"shelter, neuter, return",Not Adopted,9.972602739726028
cat,cream tabby,Male,2017-03-26,under age/weight,stray,2017-04-09,2017-05-09,rescue,Adopted,8.008219178082191
cat,gray,Neutered,2016-06-29,normal,stray,2019-06-29,2019-07-12,rescue,Adopted,8.747945205479452
cat,brown  tabby,Male,2019-04-09,under age/weight,stray,2019-04-17,2019-04-20,transfer,Not Adopted,5.96986301369863
cat,black,Female,2017-04-17,normal,stray,2019-04-17,2019-04-20,transfer,Not Adopted,7.947945205479452
cat,brown  tabby,Spayed,2022-06-16,normal,stray,2022-12-16,2022-12-22,adoption,Adopted,2.780821917808219
cat,orange tabby,Neutered,2024-02-15,normal,stray,2024-05-10,2024-05-16,adoption,Adopted,1.1123287671232878
cat,gray tabby,Female,2023-04-21,normal,stray,2024-04-21,2024-04-21,transfer,Not Adopted,1.9342465753424658
cat,orange,Neutered,2023-05-01,under age/weight,stray,2023-07-16,2023-07-23,adoption,Adopted,1.906849315068493
cat,black,Neutered,2023-05-01,under age/weight,stray,2023-07-16,2023-09-06,adoption,Adopted,1.906849315068493
cat,brown  tabby,Female,2020-08-03,under age/weight,stray,2020-09-03,2020-09-11,transfer,Not Adopted,4.64931506849315
cat,brown  tabby,Male,2012-02-04,injured  severe,stray,2018-02-04,2018-02-04,euthanasia,Not Adopted,13.150684931506849
